{{0, -0.09550717091872941}, {0.01, -0.2246496917023304}, 
 {0.68, -0.3814214877437928}, {0.6900000000000001, -0.381741154967558}, 
 {0.7000000000000001, -0.38205445435394325}, {0.71, -0.38236159311422635}, 
 {0.72, -0.38266276934466026}, {0.73, -0.38295817252994074}, 
 {0.74, -0.38324798401285093}, {0.75, -0.3835323774334654}, 
 {0.76, -0.3838115191392719}, {0.77, -0.38408556856927306}, 
 {0.78, -0.3843546786135287}, {0.79, -0.38461899594997667}, 
 {0.8, -0.3848786613601584}, {0.81, -0.3851338100260353}, 
 {0.8200000000000001, -0.3853845718146432}, 
 {0.8300000000000001, -0.3856310715619493}, {0.84, -0.3858734294475541}, 
 {0.85, -0.3861117598124088}, {0.86, 0.49623925843201616}, 
 {0.87, 0.4963916196739021}, {0.88, 0.496535866933271}, 
 {0.89, 0.49667253663649236}, {0.9, 0.4968021226059227}, 
 {0.91, 0.49692508040672784}, {0.92, 0.49704183069536345}, 
 {0.93, 0.4971527623587082}, {0.9400000000000001, 0.49725823508899236}, 
 {0.9500000000000001, 0.4973585822384813}, {0.96, 0.4974541128305867}, 
 {0.97, 0.4975451136745044}, {0.98, 0.4976318512142712}, 
 {0.99, 0.49771457320361856}, {1., 0.4977935102246892}, 
 {1.01, 0.49786887709900673}, {1.02, 0.49794087400658715}, 
 {1.03, 0.4980096878390208}, {1.04, 0.4980754930883917}, 
 {1.05, 0.49813845283513547}, {1.06, 0.4981987196134789}, 
 {1.07, 0.4982564362022695}, {1.08, 0.4983117363484289}, 
 {1.09, 0.49836474542969533}, {1.1, 0.49841558106210926}, 
 {1.11, 0.4984643536572551}, {1.12, 0.49851116693438957}, 
 {1.1300000000000001, 0.49855611839104097}, 
 {1.1400000000000001, 0.49859929973599626}, 
 {1.1500000000000001, 0.4986407972882023}, {1.16, 0.49868069234428875}, 
 {1.17, 0.4987190615309386}, {1.18, 0.49875597706312347}, 
 {1.19, 0.4987915071192891}, {1.2, 0.4988257160488295}, 
 {1.21, 0.4988586646357257}, {1.22, 0.49889041032762527}, 
 {1.23, 0.49892100744856194}, {1.24, 0.4989505073960405}, 
 {1.25, 0.4989789588241359}, {1.26, 0.49900640781341987}, 
 {1.27, 0.49903289802908896}, {1.28, 0.4990584708678286}, 
 {1.29, 0.4990831655947769}, {1.3, 0.49910701947084246}, 
 {1.31, 0.49913006787153447}, {1.32, 0.4991523443977382}, 
 {1.33, 0.4991738809790399}, {1.34, 0.49919470797031057}, 
 {1.35, 0.4992148542417504}, {1.36, 0.4992343472633176}, 
 {1.37, 0.499253213195216}, {1.3800000000000001, 0.4992714769138371}, 
 {1.3900000000000001, 0.49928916215470004}, 
 {1.4000000000000001, 0.49930629152639805}, {1.41, 0.49932288658459356}, 
 {1.42, 0.49933896788872767}, {1.43, 0.49935455505573567}, 
 {1.44, 0.4993696668099269}, {1.45, 0.4993843210304131}, 
 {1.46, 0.4993985347951927}, {1.47, 0.4994123244229042}, 
 {1.48, 0.4994257055120572}, {1.49, 0.49943869297786025}, 
 {1.5, 0.49945130108696634}, {1.51, 0.4994635434902712}, 
 {1.52, 0.49947543325371935}, {1.53, 0.4994869828873904}, 
 {1.54, 0.49949820437295767}, {1.55, 0.49950910918956226}, 
 {1.56, 0.49951970833840564}, {1.57, 0.4995300123656705}, 
 {1.58, 0.4995400313845535}, {1.59, 0.4995497750957198}, 
 {1.6, 0.49955925280697755}, {1.61, 0.49956847345165856}, 
 {1.62, 0.499577445606159}, {1.6300000000000001, 0.49958617750636636}, 
 {1.6400000000000001, 0.4995946770634665}, {1.6500000000000001, 
  0.4996029518787886}, {1.6600000000000001, 0.4996110092577592}, 
 {1.67, 0.49961885622337004}, {1.68, 0.4996264995287936}, 
 {1.69, 0.4996339456694709}, {1.7, 0.4996412009181712}, 
 {1.71, 0.4996482712396035}, {1.72, 0.49965516244653574}, 
 {1.73, 0.49966188011245694}, {1.74, 0.4996684296045791}, 
 {1.75, 0.4996748160928337}, {1.76, 0.4996810445580985}, 
 {1.77, 0.49968711980028735}, {1.78, 0.49969304644603385}, 
 {1.79, 0.4996988289558466}, {1.8, 0.49970447163121195}, 
 {1.81, 0.49970997862101774}, {1.82, 0.49971535392790917}, 
 {1.83, 0.49972060141426566}, {1.84, 0.49972572480790806}, 
 {1.85, 0.4997307277075521}, {1.86, 0.49973561358794377}, 
 {1.87, 0.49974038580488833}, {1.8800000000000001, 0.4997450475999251}, 
 {1.8900000000000001, 0.4997496021048056}, {1.9000000000000001, 
  0.49975405234586917}, {1.9100000000000001, 0.4997584012481339}, 
 {1.92, 0.4997626516391638}, {1.93, 0.4997668062529406}, 
 {1.94, 0.49977086773335155}, {1.95, 0.49977483863765865}, 
 {1.96, 0.4997787214398818}, {1.97, 0.4997825185337364}, 
 {1.98, 0.49978623223584656}, {1.99, 0.4997898647885254}, 
 {2., 0.49979341836257196}, {2.0100000000000002, 0.49979689505988}, 
 {2.02, 0.49980029691601713}, {2.0300000000000002, 0.49980362590258776}, 
 {2.04, 0.4998068839296063}, {2.05, 0.4998100728477932}, 
 {2.06, 0.4998131944504992}, {2.07, 0.4998162504760003}, 
 {2.08, 0.499819242609322}, {2.09, 0.499822172484142}, 
 {2.1, 0.4998250416846228}, {2.11, 0.49982785174717725}, 
 {2.12, 0.49983060416208913}, {2.13, 0.4998333003751204}, 
 {2.14, 0.4998359417890966}, {2.15, 0.49983852976528764}, 
 {2.16, 0.49984106562494124}, {2.17, 0.4998435506506358}, 
 {2.18, 0.4998459860874517}, {2.19, 0.4998483731444321}, 
 {2.2, 0.4998507129956665}}
