{0.01, {-5.952500000000033, -5.4684604862041}}
{0.8400000000000001, {-7.165153278708289, -6.836067844731129}}
{0.85, {-7.199589807424364, -6.861589830696455}}
{0.86, {-7.23405339095463, -6.887139264968759}}
{0.87, {-7.268543663626647, -6.912715574150273}}
{0.88, {-7.303060267526195, -6.938318200948646}}
{0.89, {-7.337602852239249, -6.963946603604559}}
{0.9, {-7.372171074605983, -6.9896002553441665}}
{0.91, {-7.40676459848583, -7.0152786438551}}
{0.92, {-7.441383094533241, -7.040981270784683}}
{0.93, {-7.4760262399835025, -7.066707651259543}}
{0.9400000000000001, {-7.510693718448001, -7.092457313424944}}
{0.9500000000000001, {-7.545385219718389, -7.118229798003774}}
{0.9600000000000001, {-7.580100439579174, -7.144024657873047}}
{0.97, {-7.614839079628569, -7.169841457658516}}
{0.98, {-7.649600847106591, -7.19567977334491}}
{0.99, {-7.684385454730402, -7.2215391919023055}}
{1., {-7.7191926205367585, -7.247419310927603}}
{1.01, {-7.754022067730524, -7.273319738299546}}
{1.02, {-7.788873524539486, -7.299240091847878}}
{1.03, {-7.82374672407504, -7.325179999035353}}
{1.04, {-7.858641404198217, -7.358641404198239}}
{1.05, {-7.89355730739113, -7.393557307391121}}
{1.06, {-7.928494180633221, -7.428494180633222}}
{1.07, {-7.963451775282496, -7.463451775282486}}
{1.08, {-7.9984298469609385, -7.498429846960951}}
{1.09, {-8.033428155444536, -7.533428155444574}}
{1.1, {-8.06844646455721, -7.56844646455725}}
{1.11, {-8.103484542068568, -7.603484542068622}}
{1.12, {-8.138542159595591, -7.6385421595956995}}
{1.1300000000000001, {-8.173619092507813, -7.673619092507867}}
{1.1400000000000001, {-8.208715119835475, -7.708715119835535}}
{1.1500000000000001, {-8.243830024181495, -7.743830024181549}}
{1.1600000000000001, {-8.278963591636225, -7.778963591636304}}
{1.17, {-8.314115611694985, -7.814115611695087}}
{1.18, {-8.349285877178739, -7.849285877178849}}
{1.19, {-8.384474184157158, -7.884474184157234}}
{1.2, {-8.419680331874325, -7.919680331874374}}
{1.21, {-8.454904122677041, -7.954904122677127}}
{1.22, {-8.490145361945352, -7.990145361945421}}
{1.23, {-8.525403858025223, -8.025403858025292}}
{1.24, {-8.560679422163533, -8.060679422163554}}
{1.25, {-8.595971868445085, -8.095971868445096}}
{1.26, {-8.631281013731472, -8.131281013731494}}
{1.27, {-8.666606677602106, -8.166606677602116}}
{1.28, {-8.701948682296592, -8.201948682296635}}
{1.29, {-8.737306852659469, -8.237306852659534}}
{1.3, {-8.772681016086063, -8.272681016086084}}
{1.31, {-8.808071002470149, -8.30807100247022}}
{1.32, {-8.843476644153325, -8.34347664415336}}
{1.33, {-8.87889777587553, -8.378897775875615}}
{1.34, {-8.914334234727363, -8.414334234727399}}
{1.35, {-8.949785860103292, -8.449785860103255}}
{1.36, {-8.985252493656676, -8.485252493656729}}
{1.37, {-9.020733979255896, -8.520733979255931}}
{1.3800000000000001, {-9.056230162941318, -8.556230162941375}}
{1.3900000000000001, {-9.09174089288399, -8.591740892884046}}
{1.4000000000000001, {-9.127266019345168, -8.627266019345203}}
{1.4100000000000001, {-9.162805394636894, -8.662805394636894}}
{1.42, {-9.19835887308386, -8.698358873083846}}
{1.43, {-9.233926310985995, -8.733926310986057}}
{1.44, {-9.269507566582295, -8.769507566582377}}
{1.45, {-9.305102500015211, -8.80510250001528}}
{1.46, {-9.340710973296543, -8.84071097329656}}
{1.47, {-9.376332850273565, -8.87633285027363}}
{1.48, {-9.411967996596339, -8.91196799659637}}
{1.49, {-9.447616279685887, -8.947616279685906}}
{1.5, {-9.483277568703027, -8.983277568703135}}
